assessment_id,student_id,course_id,enrollment_date,completion_date,completion_status,score,time_spent_hours,quiz_attempts,certificate_issued,feedback_rating,last_activity_date
ASS0002304,STU00043,CRS0043,2023-10-19,2023-11-14,Completed,95.2,11.6,1,True,1,2023-11-27
ASS0002305,STU00152,CRS0002,2023-04-06,2023-04-18,Completed,89.4,11.3,4,False,5,2023-06-15
ASS0002306,STU00156,CRS0085,2022-11-17,2023-01-09,Not Started,23.7,48.1,3,False,1,2023-01-27
ASS0002307,STU00380,CRS0024,2023-09-04,2023-09-23,Not Started,93.9,36.1,5,False,3,2023-09-23
ASS0002308,STU00029,CRS0054,2022-11-11,2023-01-30,Completed,2.3,44.7,4,False,4,2023-02-07
ASS0002309,STU00316,CRS0012,2022-01-18,,In Progress,16.0,8.4,1,False,5,2022-02-05
ASS0002310,STU00214,CRS0065,2022-05-09,,Completed,63.3,9.7,4,True,4,2022-07-27
ASS0002311,STU00292,CRS0100,2023-01-26,2023-01-30,In Progress,63.1,14.2,1,False,1,2023-01-27
ASS0002312,STU00177,CRS0073,2022-08-24,,Dropped,49.2,37.4,5,False,4,2022-08-30
ASS0002313,STU00361,CRS0026,2022-06-11,,Completed,96.0,31.2,3,False,3,2022-08-28
ASS0002314,STU00253,CRS0095,2022-05-12,2022-06-06,Not Started,93.9,4.0,3,True,3,2022-06-23
ASS0002315,STU00096,CRS0092,2022-02-15,2022-04-22,Completed,70.6,3.4,5,False,1,2022-04-04
ASS0002316,STU00023,CRS0037,2023-07-20,,In Progress,26.2,9.1,3,False,4,2023-08-22
ASS0002317,STU00231,CRS0052,2023-09-14,2023-09-20,Completed,25.7,4.3,5,False,5,2023-11-17
ASS0002318,STU00170,CRS0056,2023-02-06,2023-03-12,In Progress,3.5,10.0,3,False,3,2023-04-02
ASS0002319,STU00413,CRS0018,2022-08-14,2022-10-16,Not Started,72.8,15.2,4,False,5,2022-11-01
ASS0002320,STU00425,CRS0031,2022-03-17,2022-06-10,Completed,41.7,6.2,2,False,1,2022-03-28
ASS0002321,STU00051,CRS0094,2022-07-18,2022-07-20,Dropped,48.2,12.6,4,True,5,2022-10-04
ASS0002322,STU00008,CRS0028,2023-06-06,,Dropped,12.1,11.0,3,False,5,2023-07-17
ASS0002323,STU00374,CRS0032,2023-07-28,,Dropped,30.8,23.2,1,False,4,2023-10-08
ASS0002324,STU00375,CRS0007,2023-01-06,2023-03-04,In Progress,56.1,30.2,1,False,4,2023-03-07
ASS0002325,STU00111,CRS0082,2022-02-27,2022-04-11,In Progress,12.6,19.1,4,True,5,2022-03-31
ASS0002326,STU00443,CRS0066,2023-06-14,2023-09-03,Not Started,83.5,15.3,2,False,2,2023-07-31
ASS0002327,STU00397,CRS0085,2023-11-10,2023-12-04,In Progress,52.6,10.3,5,True,1,2024-01-16
ASS0002328,STU00112,CRS0020,2022-09-09,2022-09-15,Not Started,89.8,9.0,4,False,3,2022-12-05
ASS0002329,STU00483,CRS0055,2023-05-12,2023-08-02,Not Started,50.2,21.6,4,False,3,2023-07-21
ASS0002330,STU00113,CRS0062,2022-10-03,2022-12-16,Dropped,83.1,26.4,2,True,2,2022-11-17
ASS0002331,STU00326,CRS0026,2022-03-25,2022-05-06,Dropped,68.4,33.5,5,False,2,2022-05-28
ASS0002332,STU00359,CRS0080,2023-05-16,2023-07-14,Dropped,8.7,39.9,3,False,4,2023-08-11
ASS0002333,STU00455,CRS0021,2023-03-15,2023-03-31,Completed,79.0,7.0,4,False,3,2023-04-12
ASS0002334,STU00138,CRS0079,2023-02-21,2023-04-03,Completed,76.8,38.3,4,False,1,2023-05-10
ASS0002335,STU00207,CRS0057,2023-06-27,2023-07-28,Completed,91.4,3.3,2,False,5,2023-07-20
ASS0002336,STU00032,CRS0015,2023-02-10,2023-02-15,Completed,75.9,5.2,4,False,2,2023-03-04
ASS0002337,STU00473,CRS0036,2022-05-29,,Dropped,75.9,37.3,2,False,5,2022-06-19
ASS0002338,STU00246,CRS0049,2023-02-25,2023-05-09,Dropped,43.6,40.4,1,False,5,2023-03-01
ASS0002339,STU00141,CRS0002,2022-07-28,,Dropped,55.4,1.8,3,True,4,2022-08-27
ASS0002340,STU00192,CRS0068,2023-02-13,2023-04-17,Completed,92.9,8.2,3,False,1,2023-03-29
ASS0002341,STU00126,CRS0075,2022-06-07,2022-06-13,Not Started,48.5,10.5,4,False,2,2022-08-09
ASS0002342,STU00070,CRS0007,2023-10-07,2023-11-03,Not Started,92.5,43.6,3,False,5,2023-10-15
ASS0002343,STU00055,CRS0077,2022-06-06,2022-07-21,Not Started,44.4,15.9,2,False,3,2022-06-11
ASS0002344,STU00088,CRS0011,2023-01-01,2023-03-26,In Progress,55.7,37.1,4,False,3,2023-02-10
ASS0002345,STU00282,CRS0018,2022-04-02,2022-05-22,In Progress,41.7,8.9,5,False,4,2022-06-02
ASS0002346,STU00329,CRS0066,2022-10-01,2022-11-21,Completed,44.6,27.6,1,False,3,2022-10-11
ASS0002347,STU00342,CRS0073,2023-08-07,2023-10-24,Completed,45.6,18.7,1,True,5,2023-11-01
ASS0002348,STU00353,CRS0036,2022-11-03,,Dropped,60.4,8.2,2,False,1,2022-12-27
ASS0002349,STU00470,CRS0036,2023-09-27,2023-12-03,In Progress,51.7,30.5,5,False,3,2023-11-22
ASS0002350,STU00228,CRS0056,2022-12-25,2023-02-04,Completed,48.1,4.3,3,False,5,2023-01-27
ASS0002351,STU00333,CRS0091,2022-08-04,2022-09-13,In Progress,98.4,18.4,4,False,4,2022-08-17
ASS0002352,STU00173,CRS0053,2023-08-01,,In Progress,72.6,21.7,3,False,1,2023-10-02
ASS0002353,STU00208,CRS0089,2022-09-04,2022-09-19,Dropped,21.1,12.1,4,True,1,2022-11-27
ASS0002354,STU00025,CRS0015,2022-05-07,2022-07-29,Dropped,46.2,13.0,3,False,3,2022-06-06
ASS0002355,STU00340,CRS0010,2023-11-07,2024-01-15,Not Started,13.3,13.4,3,False,5,2023-12-20
ASS0002356,STU00206,CRS0033,2022-04-17,2022-05-22,Not Started,30.9,19.2,3,False,3,2022-06-15
ASS0002357,STU00110,CRS0080,2023-11-13,2023-12-14,In Progress,53.6,56.1,3,False,1,2024-02-07
ASS0002358,STU00384,CRS0075,2022-12-19,2023-03-06,Dropped,83.3,14.1,5,True,4,2023-02-08
ASS0002359,STU00023,CRS0020,2023-06-28,2023-08-01,Completed,77.7,7.3,2,True,3,2023-08-23
ASS0002360,STU00001,CRS0039,2022-01-19,2022-02-21,Not Started,80.7,46.9,4,False,1,2022-02-20
ASS0002361,STU00374,CRS0064,2023-11-17,2024-02-14,In Progress,97.4,6.9,3,False,3,2024-01-29
ASS0002362,STU00175,CRS0006,2023-06-15,2023-08-18,Dropped,37.3,17.0,1,True,4,2023-06-18
ASS0002363,STU00098,CRS0078,2023-02-02,,Completed,46.0,23.6,1,False,1,2023-02-15
ASS0002364,STU00225,CRS0096,2022-02-06,2022-04-06,Dropped,57.5,27.6,4,False,5,2022-02-28
ASS0002365,STU00484,CRS0068,2022-11-17,2022-11-30,Not Started,90.4,4.2,3,False,2,2023-02-10
ASS0002366,STU00282,CRS0099,2023-08-23,2023-10-14,In Progress,35.3,3.0,4,False,2,2023-10-09
ASS0002367,STU00451,CRS0087,2022-12-31,2023-03-18,Not Started,4.5,1.0,2,True,5,2023-03-09
ASS0002368,STU00110,CRS0035,2022-03-29,2022-04-28,Dropped,82.0,45.3,5,True,1,2022-05-02
ASS0002369,STU00098,CRS0007,2023-09-11,2023-10-21,In Progress,49.2,16.1,5,True,4,2023-11-01
ASS0002370,STU00436,CRS0087,2022-08-19,2022-10-31,Not Started,44.2,7.5,1,False,3,2022-10-24
ASS0002371,STU00494,CRS0003,2022-07-20,2022-10-14,Completed,66.4,48.5,2,False,4,2022-09-04
ASS0002372,STU00288,CRS0020,2023-02-04,2023-04-11,In Progress,97.4,6.2,4,True,4,2023-04-20
ASS0002373,STU00485,CRS0034,2022-03-11,,Not Started,42.9,3.7,1,True,2,2022-04-05
ASS0002374,STU00408,CRS0022,2022-03-19,2022-06-12,In Progress,32.2,10.0,4,True,1,2022-06-01
ASS0002375,STU00251,CRS0083,2023-07-14,2023-08-02,Dropped,81.0,30.3,4,False,4,2023-08-16
ASS0002376,STU00323,CRS0081,2022-10-07,2022-11-24,In Progress,18.1,24.2,3,False,3,2022-10-16
ASS0002377,STU00057,CRS0067,2022-04-10,2022-07-08,Dropped,8.5,8.3,4,True,5,2022-04-12
ASS0002378,STU00352,CRS0044,2022-05-28,,Completed,69.0,11.9,4,False,3,2022-06-09
ASS0002379,STU00275,CRS0100,2022-10-14,2022-10-25,Dropped,38.2,4.2,1,True,3,2023-01-06
ASS0002380,STU00268,CRS0032,2022-07-23,2022-08-27,Completed,89.9,4.8,4,True,5,2022-08-18
ASS0002381,STU00467,CRS0050,2022-01-12,,Not Started,87.8,21.2,3,False,4,2022-01-17
ASS0002382,STU00375,CRS0074,2022-01-11,2022-04-06,Not Started,43.5,41.8,2,False,4,2022-01-29
ASS0002383,STU00380,CRS0078,2023-01-18,,Not Started,65.4,26.3,1,False,4,2023-02-10
ASS0002384,STU00491,CRS0013,2023-05-26,,Dropped,54.6,23.8,4,False,1,2023-08-18
ASS0002385,STU00154,CRS0014,2023-05-29,2023-08-11,In Progress,4.5,7.1,2,False,3,2023-08-20
ASS0002386,STU00169,CRS0052,2022-09-20,2022-11-19,Dropped,10.9,28.4,4,True,3,2022-12-16
ASS0002387,STU00386,CRS0030,2023-09-16,2023-11-05,Dropped,79.6,20.7,5,False,4,2023-12-07
ASS0002388,STU00008,CRS0030,2022-11-02,,Completed,70.5,21.7,1,True,5,2022-11-10
ASS0002389,STU00378,CRS0048,2023-07-27,2023-08-21,Not Started,99.3,7.4,4,False,1,2023-09-24
ASS0002390,STU00142,CRS0023,2022-05-01,2022-06-02,Completed,59.8,30.1,4,False,2,2022-06-13
ASS0002391,STU00488,CRS0022,2023-02-16,2023-03-06,In Progress,11.3,34.5,1,False,5,2023-04-15
ASS0002392,STU00188,CRS0036,2023-06-11,,In Progress,19.9,46.7,5,True,5,2023-07-19
ASS0002393,STU00099,CRS0088,2023-09-29,2023-09-30,Not Started,36.2,12.1,3,True,4,2023-11-07
ASS0002394,STU00174,CRS0033,2023-01-22,2023-04-21,Dropped,12.2,42.1,1,False,1,2023-02-02
ASS0002395,STU00078,CRS0070,2022-09-08,,Dropped,36.8,19.1,5,False,4,2022-11-19
ASS0002396,STU00297,CRS0002,2022-08-14,2022-10-31,Not Started,10.0,16.8,1,False,1,2022-09-07
ASS0002397,STU00017,CRS0045,2023-02-25,2023-03-05,Dropped,7.4,3.7,4,True,3,2023-03-08
ASS0002398,STU00494,CRS0051,2022-09-17,2022-10-17,Dropped,20.9,16.4,5,False,1,2022-11-27
ASS0002399,STU00233,CRS0098,2023-02-18,2023-05-15,Not Started,85.8,0.6,3,True,3,2023-03-31
ASS0002400,STU00483,CRS0084,2023-08-25,2023-10-23,In Progress,84.3,4.7,4,True,1,2023-09-23
ASS0002401,STU00116,CRS0023,2022-09-28,2022-11-21,Not Started,33.3,35.6,4,False,3,2022-10-12
ASS0002402,STU00400,CRS0001,2022-11-06,2023-01-14,Completed,58.7,36.6,4,False,2,2022-11-20
ASS0002403,STU00278,CRS0012,2022-12-19,2023-02-01,Dropped,16.2,2.1,5,False,3,2023-03-03
ASS0002404,STU00368,CRS0039,2023-05-04,2023-05-20,Completed,10.8,23.0,5,False,4,2023-06-12
ASS0002405,STU00452,CRS0058,2023-01-06,2023-02-20,Not Started,34.1,9.0,5,False,2,2023-01-27
ASS0002406,STU00199,CRS0088,2023-08-14,2023-10-18,Dropped,26.8,48.5,1,True,5,2023-08-15
ASS0002407,STU00312,CRS0065,2022-09-22,2022-11-10,Dropped,74.2,0.7,4,False,5,2022-12-07
ASS0002408,STU00094,CRS0084,2023-02-22,,In Progress,93.1,5.6,4,True,5,2023-04-19
ASS0002409,STU00453,CRS0057,2023-04-13,2023-05-31,Not Started,4.1,36.8,5,False,4,2023-05-01
ASS0002410,STU00193,CRS0029,2023-05-24,2023-06-17,Not Started,7.0,9.5,1,False,2,2023-07-08
ASS0002411,STU00064,CRS0017,2023-07-22,2023-08-14,In Progress,66.1,2.1,5,False,2,2023-08-27
ASS0002412,STU00104,CRS0021,2022-08-26,,In Progress,5.2,2.0,5,False,2,2022-09-27
ASS0002413,STU00144,CRS0049,2022-01-24,2022-01-28,Not Started,56.6,56.5,2,False,1,2022-03-16
ASS0002414,STU00314,CRS0045,2023-11-02,,Dropped,43.8,11.5,3,True,5,2023-12-11
ASS0002415,STU00047,CRS0018,2023-06-02,2023-08-03,Completed,3.3,15.2,3,False,5,2023-08-12
ASS0002416,STU00173,CRS0037,2023-06-29,2023-08-12,In Progress,10.7,20.2,5,True,3,2023-07-20
ASS0002417,STU00186,CRS0045,2022-11-15,2023-01-22,Completed,32.4,12.7,4,False,2,2022-12-31
ASS0002418,STU00171,CRS0004,2023-05-07,2023-07-01,Not Started,54.4,1.2,2,True,2,2023-07-21
ASS0002419,STU00487,CRS0017,2022-06-22,,Completed,91.7,2.2,1,False,3,2022-09-01
ASS0002420,STU00206,CRS0054,2022-08-02,2022-10-15,In Progress,54.0,22.0,5,False,2,2022-10-07
ASS0002421,STU00255,CRS0026,2022-03-20,2022-04-10,Dropped,56.7,37.6,2,False,1,2022-05-19
ASS0002422,STU00469,CRS0086,2023-08-15,2023-09-23,Completed,42.7,6.5,2,False,5,2023-10-18
ASS0002423,STU00004,CRS0061,2022-01-05,,Completed,70.2,4.3,4,False,3,2022-04-02
ASS0002424,STU00041,CRS0020,2022-01-22,,In Progress,73.1,11.3,1,True,4,2022-03-09
ASS0002425,STU00153,CRS0047,2022-10-06,,Dropped,53.0,31.2,1,True,3,2022-11-26
ASS0002426,STU00213,CRS0017,2023-04-23,2023-04-26,Completed,35.6,20.6,5,False,3,2023-05-28
ASS0002427,STU00088,CRS0007,2022-08-24,2022-10-14,Completed,48.1,46.4,3,False,5,2022-09-17
ASS0002428,STU00104,CRS0002,2023-08-10,2023-10-14,Not Started,14.2,4.7,5,True,4,2023-10-17
ASS0002429,STU00363,CRS0083,2022-01-11,2022-01-23,Dropped,33.6,34.2,2,True,2,2022-03-03
ASS0002430,STU00249,CRS0010,2022-10-02,2022-12-10,Dropped,50.0,4.1,4,True,1,2022-11-17
ASS0002431,STU00023,CRS0093,2022-04-20,2022-06-23,Not Started,66.9,2.1,2,False,1,2022-07-02
ASS0002432,STU00067,CRS0006,2022-05-03,2022-05-23,Dropped,12.6,5.4,2,False,4,2022-05-03
ASS0002433,STU00426,CRS0035,2023-08-13,2023-09-08,Not Started,58.5,30.6,5,True,3,2023-10-20
ASS0002434,STU00494,CRS0081,2023-01-16,2023-02-01,Completed,42.9,7.8,5,False,4,2023-01-26
ASS0002435,STU00145,CRS0077,2022-06-18,2022-08-17,Dropped,83.0,11.8,1,False,2,2022-07-26
ASS0002436,STU00288,CRS0060,2022-09-01,2022-09-22,Not Started,13.0,24.9,5,False,2,2022-11-28
ASS0002437,STU00036,CRS0023,2022-11-04,2023-01-04,Not Started,23.6,43.5,4,False,4,2023-01-04
ASS0002438,STU00088,CRS0097,2022-09-22,2022-12-13,Dropped,19.8,24.8,3,False,4,2022-11-27
ASS0002439,STU00254,CRS0022,2023-09-11,2023-10-30,Dropped,47.7,20.6,4,False,3,2023-10-09
ASS0002440,STU00458,CRS0067,2023-11-24,2023-12-15,Completed,76.3,5.1,5,False,1,2024-02-14
ASS0002441,STU00152,CRS0017,2022-10-28,2022-12-21,Completed,62.6,36.2,5,False,1,2023-01-12
ASS0002442,STU00034,CRS0054,2022-12-29,2023-03-01,Not Started,12.7,40.5,4,False,2,2023-01-14
ASS0002443,STU00188,CRS0034,2023-09-01,,Completed,22.1,4.8,2,True,5,2023-09-11
ASS0002444,STU00368,CRS0035,2023-10-07,2023-10-20,Dropped,14.8,14.9,1,False,2,2023-10-30
ASS0002445,STU00203,CRS0040,2022-03-09,2022-04-21,Not Started,57.2,38.7,1,False,1,2022-05-14
ASS0002446,STU00137,CRS0017,2023-09-18,2023-10-16,Dropped,61.1,49.3,3,False,3,2023-10-08
ASS0002447,STU00081,CRS0074,2023-07-06,2023-09-27,Dropped,61.6,29.6,4,False,1,2023-08-20
ASS0002448,STU00128,CRS0077,2022-01-21,2022-02-12,Not Started,76.9,4.5,3,False,2,2022-03-13
ASS0002449,STU00167,CRS0002,2022-02-13,2022-03-04,Completed,57.5,12.8,1,False,3,2022-04-12
ASS0002450,STU00209,CRS0009,2023-10-23,2023-11-11,Not Started,50.3,3.9,3,False,3,2024-01-15
ASS0002451,STU00481,CRS0007,2022-10-18,,In Progress,12.5,31.8,5,True,1,2022-12-12
ASS0002452,STU00227,CRS0047,2022-10-02,2022-10-31,In Progress,30.6,11.9,5,False,5,2022-10-04
ASS0002453,STU00142,CRS0041,2022-08-06,2022-10-31,In Progress,79.1,16.0,2,False,4,2022-10-16
ASS0002454,STU00356,CRS0029,2022-12-09,2023-01-10,Completed,89.2,3.3,4,True,3,2023-01-21
ASS0002455,STU00128,CRS0081,2023-11-27,2023-12-21,In Progress,42.3,4.0,2,True,3,2024-01-26
ASS0002456,STU00478,CRS0033,2022-01-23,2022-04-02,Dropped,19.1,39.4,2,True,2,2022-02-21
ASS0002457,STU00178,CRS0006,2022-11-28,2023-01-19,Completed,12.6,18.2,3,True,1,2023-01-29
ASS0002458,STU00363,CRS0012,2023-01-10,2023-02-21,Not Started,5.4,19.0,3,False,1,2023-02-13
ASS0002459,STU00078,CRS0020,2023-10-26,2024-01-21,Dropped,94.6,7.0,1,True,5,2024-01-13
ASS0002460,STU00081,CRS0048,2023-01-17,2023-02-03,Dropped,23.3,39.3,1,False,5,2023-01-26
ASS0002461,STU00301,CRS0012,2022-09-13,2022-10-28,Completed,34.9,23.9,3,False,3,2022-09-21
ASS0002462,STU00316,CRS0092,2023-04-27,,Not Started,85.8,6.6,4,True,4,2023-06-21
ASS0002463,STU00409,CRS0030,2022-06-27,2022-09-16,In Progress,98.1,15.0,1,False,1,2022-08-18
ASS0002464,STU00069,CRS0010,2023-11-19,2024-01-27,Dropped,89.2,26.6,2,False,2,2023-11-20
ASS0002465,STU00448,CRS0100,2022-01-01,2022-01-11,Dropped,4.2,4.7,3,False,5,2022-03-26
ASS0002466,STU00198,CRS0065,2023-01-03,2023-02-26,Not Started,46.1,1.9,2,False,2,2023-04-01
ASS0002467,STU00494,CRS0055,2022-01-25,2022-03-31,Completed,74.5,21.0,1,True,1,2022-03-02
ASS0002468,STU00392,CRS0097,2023-03-04,2023-03-11,In Progress,60.0,13.9,5,False,5,2023-05-14
ASS0002469,STU00051,CRS0069,2023-09-01,2023-10-07,Not Started,65.6,23.5,2,False,5,2023-09-15
ASS0002470,STU00209,CRS0066,2023-04-30,2023-06-15,Completed,52.7,31.0,4,False,1,2023-06-13
ASS0002471,STU00322,CRS0005,2023-11-08,2023-12-21,Not Started,75.9,32.4,2,False,4,2023-11-30
ASS0002472,STU00269,CRS0005,2022-01-13,2022-02-02,Not Started,15.7,0.6,5,True,3,2022-03-11
ASS0002473,STU00080,CRS0081,2022-07-17,2022-09-01,Not Started,28.3,16.6,2,False,1,2022-09-23
ASS0002474,STU00114,CRS0007,2023-02-14,2023-04-22,Dropped,10.3,13.4,3,False,5,2023-03-12
ASS0002475,STU00211,CRS0060,2022-03-23,2022-05-24,Dropped,56.4,38.7,4,False,5,2022-05-15
ASS0002476,STU00231,CRS0048,2022-03-12,2022-04-25,Not Started,89.3,4.6,3,False,4,2022-03-17
ASS0002477,STU00180,CRS0086,2023-09-15,2023-11-06,In Progress,99.7,6.8,1,False,1,2023-12-04
ASS0002478,STU00336,CRS0057,2022-08-03,2022-08-22,Completed,72.0,8.0,5,False,4,2022-09-14
ASS0002479,STU00389,CRS0028,2022-09-03,2022-11-04,Not Started,79.5,0.8,2,True,4,2022-11-05
ASS0002480,STU00353,CRS0072,2023-05-08,,In Progress,84.0,2.5,3,False,4,2023-08-02
ASS0002481,STU00079,CRS0002,2022-04-16,,Completed,13.8,7.1,3,False,3,2022-04-19
ASS0002482,STU00337,CRS0008,2022-12-17,2022-12-22,Completed,66.6,33.0,5,True,5,2023-02-18
ASS0002483,STU00206,CRS0081,2023-04-15,2023-06-20,Not Started,13.5,13.5,4,True,1,2023-05-10
ASS0002484,STU00409,CRS0099,2022-10-16,2022-11-14,Completed,2.7,7.8,3,True,3,2022-11-05
ASS0002485,STU00315,CRS0040,2023-09-26,2023-09-29,Not Started,69.2,35.1,1,False,5,2023-12-07
ASS0002486,STU00493,CRS0083,2023-02-27,2023-04-03,Not Started,75.5,5.8,5,False,2,2023-04-13
ASS0002487,STU00052,CRS0067,2023-09-13,2023-10-04,In Progress,33.7,9.8,3,False,4,2023-09-20
ASS0002488,STU00003,CRS0022,2022-05-11,2022-05-28,In Progress,89.7,17.6,3,False,4,2022-07-07
ASS0002489,STU00437,CRS0014,2022-07-08,2022-10-01,Dropped,51.9,6.0,3,True,5,2022-09-26
ASS0002490,STU00085,CRS0099,2023-06-04,2023-06-06,Dropped,6.9,5.5,1,False,5,2023-06-18
ASS0002491,STU00436,CRS0024,2022-08-11,2022-10-13,Dropped,77.1,20.7,5,True,5,2022-10-21
ASS0002492,STU00196,CRS0025,2023-03-03,,In Progress,47.4,18.5,5,False,3,2023-04-10
ASS0002493,STU00080,CRS0002,2022-05-29,,Dropped,69.4,3.1,5,False,4,2022-06-22
ASS0002494,STU00371,CRS0010,2022-09-08,2022-10-09,Not Started,7.7,13.9,2,True,1,2022-11-15
ASS0002495,STU00017,CRS0090,2022-06-06,2022-07-25,Completed,92.0,26.9,5,True,5,2022-07-28
ASS0002496,STU00004,CRS0050,2022-03-29,,Not Started,93.1,41.9,5,False,1,2022-04-11
ASS0002497,STU00418,CRS0075,2023-09-23,,Dropped,84.7,14.7,5,True,3,2023-11-24
ASS0002498,STU00210,CRS0072,2023-07-20,2023-08-17,Dropped,6.3,1.3,3,True,3,2023-07-31
ASS0002499,STU00102,CRS0097,2022-03-13,2022-03-28,Completed,31.2,26.6,3,True,2,2022-04-02
ASS0002500,STU00162,CRS0082,2022-04-29,2022-07-14,Completed,31.0,12.0,5,False,4,2022-04-29
ASS0002501,STU00294,CRS0096,2022-10-09,2022-11-28,Not Started,10.0,37.2,5,False,5,2022-11-05
ASS0002502,STU00036,CRS0003,2022-07-22,,Dropped,76.3,21.0,3,False,2,2022-08-10
ASS0002503,STU00235,CRS0042,2023-11-09,2024-01-25,Dropped,79.1,17.1,3,True,2,2023-12-06
ASS0002504,STU00440,CRS0058,2022-09-29,2022-12-19,Not Started,0.4,53.8,2,False,1,2022-12-28
ASS0002505,STU00118,CRS0051,2023-09-22,2023-10-16,Not Started,96.3,3.0,4,True,2,2023-10-13
ASS0002506,STU00219,CRS0098,2023-04-07,2023-04-16,Completed,34.8,10.2,4,True,1,2023-07-03
ASS0002507,STU00429,CRS0005,2022-03-25,,Not Started,64.4,18.1,1,True,3,2022-04-22
ASS0002508,STU00203,CRS0005,2023-02-02,2023-02-05,Completed,28.1,17.8,5,False,4,2023-04-19
ASS0002509,STU00154,CRS0072,2023-01-23,2023-04-15,Dropped,50.9,10.1,4,True,2,2023-03-15
ASS0002510,STU00414,CRS0014,2022-01-26,2022-03-26,Not Started,0.4,1.0,4,True,4,2022-03-07
ASS0002511,STU00294,CRS0040,2023-09-02,,In Progress,81.6,45.8,4,False,1,2023-09-16
ASS0002512,STU00477,CRS0010,2023-03-29,,Not Started,83.2,36.7,3,False,1,2023-04-19
ASS0002513,STU00473,CRS0012,2022-10-02,2022-10-14,Dropped,33.4,19.1,4,False,2,2022-10-31
ASS0002514,STU00120,CRS0086,2023-11-09,2024-02-02,Not Started,98.5,24.1,3,True,2,2024-01-20
ASS0002515,STU00056,CRS0062,2023-11-28,,In Progress,72.7,20.1,1,True,3,2024-02-15
ASS0002516,STU00356,CRS0075,2023-08-21,,Not Started,98.0,8.5,4,False,1,2023-11-07
ASS0002517,STU00245,CRS0083,2023-04-13,2023-06-11,In Progress,96.2,30.5,4,False,2,2023-05-17
ASS0002518,STU00260,CRS0064,2022-06-05,2022-07-01,Dropped,84.6,19.9,3,False,2,2022-08-23
ASS0002519,STU00079,CRS0062,2023-11-06,2024-01-16,Not Started,66.4,14.7,1,True,3,2024-01-18
ASS0002520,STU00103,CRS0016,2023-05-09,2023-06-28,Not Started,93.7,16.6,3,False,5,2023-07-30
ASS0002521,STU00052,CRS0062,2022-08-23,2022-10-22,In Progress,11.8,39.6,4,True,3,2022-08-26
ASS0002522,STU00202,CRS0090,2023-08-25,2023-09-19,Dropped,75.0,13.7,4,True,5,2023-11-01
ASS0002523,STU00356,CRS0077,2023-04-04,,Dropped,66.3,15.9,3,False,4,2023-04-04
ASS0002524,STU00434,CRS0030,2023-09-06,2023-10-09,In Progress,47.5,30.3,1,False,5,2023-10-26
ASS0002525,STU00204,CRS0096,2023-08-21,2023-10-07,Dropped,12.6,46.8,1,False,1,2023-11-08
ASS0002526,STU00474,CRS0023,2023-02-03,2023-02-04,Completed,66.7,36.9,1,False,1,2023-02-13
ASS0002527,STU00419,CRS0042,2023-03-11,,Completed,84.6,17.3,5,False,3,2023-05-29
ASS0002528,STU00321,CRS0066,2022-03-25,,Completed,85.5,0.6,5,False,2,2022-06-16
ASS0002529,STU00392,CRS0025,2023-06-28,2023-09-22,Not Started,83.2,18.9,5,False,4,2023-07-14
ASS0002530,STU00101,CRS0087,2022-08-12,,Dropped,66.5,5.0,4,False,4,2022-10-31
ASS0002531,STU00126,CRS0081,2023-02-27,2023-04-15,Dropped,72.5,2.9,2,True,1,2023-05-05
ASS0002532,STU00281,CRS0018,2022-05-24,,In Progress,75.1,20.8,4,False,1,2022-07-24
ASS0002533,STU00197,CRS0009,2023-10-16,2023-11-14,Completed,15.6,6.1,1,False,4,2024-01-01
ASS0002534,STU00123,CRS0055,2023-06-03,,Completed,41.4,16.5,3,True,2,2023-06-21
ASS0002535,STU00116,CRS0074,2023-11-14,,In Progress,65.9,42.0,2,False,2,2024-02-03
ASS0002536,STU00413,CRS0052,2023-04-11,2023-05-04,Not Started,88.8,11.4,5,False,5,2023-06-29
ASS0002537,STU00291,CRS0042,2022-06-19,2022-07-30,In Progress,90.7,15.6,3,False,3,2022-09-14
ASS0002538,STU00267,CRS0036,2022-09-12,2022-12-02,Not Started,76.7,34.4,4,False,1,2022-09-26
ASS0002539,STU00039,CRS0040,2022-08-16,2022-10-10,Dropped,2.4,34.8,1,False,5,2022-10-18
ASS0002540,STU00246,CRS0011,2022-12-08,2023-01-22,Completed,77.1,39.2,2,False,5,2023-02-07
ASS0002541,STU00476,CRS0079,2022-02-23,,Dropped,57.7,33.9,1,False,3,2022-04-13
ASS0002542,STU00489,CRS0031,2023-04-25,,Not Started,17.9,32.7,4,False,1,2023-05-22
ASS0002543,STU00075,CRS0025,2022-11-28,2022-12-08,Completed,17.5,9.9,5,False,5,2023-01-29
ASS0002544,STU00240,CRS0099,2022-08-21,2022-11-03,In Progress,60.2,5.0,4,False,3,2022-10-04
ASS0002545,STU00035,CRS0073,2023-10-21,2023-11-23,Not Started,26.9,4.6,1,False,2,2023-12-10
ASS0002546,STU00494,CRS0059,2022-01-13,2022-03-22,Not Started,14.8,20.2,4,False,1,2022-01-26
ASS0002547,STU00083,CRS0047,2023-07-23,2023-08-13,In Progress,20.8,39.9,5,True,3,2023-09-11
ASS0002548,STU00490,CRS0032,2022-02-02,2022-04-09,In Progress,57.8,6.9,3,False,5,2022-02-19
ASS0002549,STU00262,CRS0060,2022-08-17,2022-09-08,Completed,3.9,19.6,5,False,2,2022-08-27
